risk_score,age,horizon_years,goal_encoded,monthly_sip,income_category,fund_category
1.4,26,22,1,45288,2,1
6.0,23,20,1,39793,2,6
2.9,19,28,0,49866,0,1
7.4,30,26,2,25959,2,4
7.5,26,26,3,2624,0,4
2.5,37,24,2,7940,1,6
5.9,57,1,0,41900,1,1
9.1,40,15,1,41932,0,5
4.8,21,22,1,33039,1,2
7.8,54,9,3,837,0,4
4.0,27,11,2,27509,2,6
6.4,45,22,2,37510,1,6
8.4,34,17,1,9611,0,4
8.8,26,6,0,11846,0,4
1.9,47,10,1,6267,2,6
1.0,44,2,0,26867,0,0
3.7,48,8,2,45857,0,2
5.3,62,30,3,12073,1,2
8.9,37,2,2,10886,0,4
9.8,59,16,0,26927,2,1
3.8,49,28,3,7950,1,6
4.7,37,22,2,1447,2,6
2.5,35,6,2,11667,0,3
8.6,55,9,3,10547,2,6
1.6,24,26,0,16297,2,6
2.6,55,16,3,11467,0,1
5.7,32,1,1,1531,1,5
5.2,55,8,1,46182,2,2
2.7,38,16,0,3799,1,6
2.5,59,16,0,11495,0,1
9.0,40,29,1,36056,0,5
7.0,62,1,3,32519,0,2
3.5,61,10,0,39378,2,1
3.3,61,10,1,28975,0,1
9.5,23,20,2,36575,2,5
1.4,44,20,0,20468,1,1
1.9,47,14,1,17150,2,6
8.6,49,11,3,21942,1,5
3.5,38,16,0,41256,2,1
8.1,56,26,1,8884,0,4
3.3,23,12,3,36682,1,5
1.1,48,2,3,25143,0,0
6.7,47,30,3,2438,2,4
9.7,23,9,2,6914,2,6
4.9,60,21,2,19299,1,2
8.6,58,25,3,9691,0,5
2.6,58,15,2,4103,0,1
2.7,55,3,3,46781,1,0
10.0,31,11,0,34453,1,5
9.8,25,30,2,38330,2,6
3.6,63,13,1,20368,1,2
4.8,50,7,2,22293,1,2
5.4,36,1,2,43498,2,3
8.2,33,5,2,20430,2,2
1.6,26,24,0,45276,1,1
5.4,26,12,1,19855,0,2
1.6,47,21,1,27695,1,6
8.4,29,11,3,32999,0,4
4.6,40,27,2,10138,2,2
1.4,26,20,0,27826,2,1
5.0,45,14,3,30243,1,2
9.1,64,7,1,19193,2,6
6.1,59,18,0,14705,0,1
7.8,44,9,0,23064,2,4
6.2,37,15,2,34797,0,2
4.3,45,25,0,17577,2,6
7.2,29,19,0,24741,2,4
5.8,43,29,1,38369,1,2
4.7,24,16,0,47630,0,2
1.1,30,7,3,10057,0,4
9.6,31,16,2,33512,0,5
1.6,22,19,2,47969,1,6
4.2,42,4,3,2274,2,2
5.1,50,4,2,8316,0,2
4.5,44,20,0,8531,0,2
7.5,33,1,0,21777,1,2
8.2,24,17,0,1048,0,4
7.0,33,20,0,20255,1,4
9.1,27,22,0,4402,0,5
1.9,43,21,1,24211,2,1
7.8,52,3,1,5528,1,2
2.0,26,16,1,23897,0,1
5.6,31,9,2,24314,1,6
2.2,24,18,1,29557,2,6
2.2,32,19,3,1801,1,4
8.6,35,16,2,3706,1,5
4.5,33,20,3,6614,2,4
6.5,50,9,0,19261,1,3
5.3,57,21,0,36272,2,1
1.7,61,14,2,4099,1,6
8.9,37,23,2,49147,2,5
3.9,40,18,2,5284,1,2
1.7,28,19,3,22644,2,5
4.4,49,26,1,23025,1,6
9.4,53,28,1,6039,1,5
3.3,23,5,2,15694,0,1
9.3,34,10,2,8882,2,7
4.6,56,10,0,24298,1,3
5.1,19,4,0,7234,0,2
3.4,47,12,3,10463,2,1
8.0,49,8,0,49312,0,1
2.0,24,17,3,45680,1,5
9.7,19,26,1,45313,2,5
6.6,40,22,3,21352,2,4
3.8,63,8,0,28849,2,3
5.8,27,18,0,14755,2,6
5.0,53,21,2,6950,0,2
3.6,20,10,1,49657,2,2
7.9,54,23,3,22108,2,4
9.5,46,18,0,40119,0,1
1.6,32,26,2,14388,2,1
7.5,26,4,0,25050,1,6
4.2,21,5,3,44916,1,2
9.9,22,6,2,9131,0,4
1.5,65,21,1,26011,1,6
9.5,46,23,2,41363,1,5
7.0,23,3,1,22652,2,6
9.8,34,24,2,11578,2,5
4.9,32,4,2,48671,2,2
8.8,52,15,3,14806,2,5
4.1,32,20,1,40294,1,6
4.7,19,4,1,37395,1,2
7.6,54,16,3,37646,0,4
1.4,58,2,1,5862,2,1
5.5,43,8,1,45358,1,2
9.5,47,9,0,32688,1,1
9.7,25,30,1,28394,1,6
9.3,33,6,1,15133,0,4
7.8,35,22,2,14893,0,4
9.9,39,23,3,25474,1,5
6.3,22,7,1,43836,2,2
6.2,52,26,3,20296,2,2
1.1,54,30,3,45127,0,1
3.7,22,2,2,34870,0,2
1.2,54,20,3,4151,1,1
7.2,30,23,1,3193,2,4
3.8,34,15,3,37583,2,4
9.5,40,25,1,611,2,5
7.1,53,15,1,24083,1,6
7.7,20,7,2,32919,0,4
2.0,32,16,0,38084,1,1
7.4,43,25,3,39738,1,6
7.4,26,13,3,25857,2,4
1.8,23,4,2,27984,1,1
8.0,52,26,0,1936,1,1
3.2,31,29,3,28238,0,5
3.3,33,15,3,7356,2,4
8.7,59,5,1,11980,2,6
8.1,56,14,0,13437,2,1
1.2,29,25,1,21455,0,1
5.7,42,28,1,14190,0,4
4.3,32,28,3,21807,2,4
9.0,44,1,0,10884,1,4
7.7,38,29,2,17241,1,6
1.4,46,19,3,24522,2,1
6.3,40,1,1,17173,2,6
3.8,43,26,0,28623,2,2
5.5,38,21,1,45576,2,2
9.9,18,8,0,46088,1,6
9.4,33,18,1,44658,2,5
3.3,44,15,3,16708,2,6
8.7,61,23,1,7168,0,5
4.8,34,4,1,48902,2,2
3.5,63,24,0,4855,1,1
2.5,25,23,1,44224,0,1
3.6,43,8,2,31194,1,2
8.0,35,13,0,5595,1,6
9.8,48,16,2,48915,0,5
1.1,49,13,0,39443,2,1
8.4,61,27,0,4436,2,1
9.6,37,4,0,4073,1,4
9.1,45,7,1,8126,2,4
1.1,29,29,0,6718,0,1
3.1,42,30,3,17873,0,1
2.5,44,16,0,5975,1,6
8.4,57,27,0,31135,0,1
7.3,48,2,3,35662,0,2
7.8,19,25,3,4774,2,4
6.2,38,29,3,23481,2,2
1.0,56,18,1,32777,0,1
5.7,48,19,0,46750,0,1
1.6,57,18,3,3551,2,6
9.6,54,27,1,45987,2,5
7.5,49,11,3,36676,2,4
8.3,50,4,1,31630,1,6
6.1,24,1,1,21829,0,2
7.9,59,17,2,20228,2,4
6.7,59,23,2,39237,0,4
8.2,32,28,1,24343,1,4
1.7,25,27,1,45441,1,6
9.9,41,24,1,10645,1,5
8.7,22,10,1,16511,1,5
4.8,24,7,2,26074,1,2
5.9,61,14,0,19095,0,1
8.5,30,12,2,16077,2,4
9.3,40,1,2,38055,0,4
2.5,62,26,2,15515,0,1
7.5,24,30,1,23542,2,4
1.7,35,1,1,13995,2,0
3.9,42,29,2,5423,1,2
8.9,23,1,2,41882,0,4
6.1,21,23,2,15564,0,2
2.1,39,26,1,18300,0,3
2.9,52,4,3,41321,2,1
9.0,59,3,3,40653,2,4
9.2,51,27,3,33459,0,5
1.1,40,29,1,17912,2,6
2.0,35,30,0,6352,2,6
2.8,30,25,3,48586,2,1
9.2,36,22,0,48469,2,5
3.9,26,8,3,17922,1,5
9.2,48,26,1,11623,2,5
1.1,18,28,3,21639,0,1
5.8,51,16,0,27332,2,1
2.1,36,15,3,13335,1,6
4.9,42,24,0,2483,2,2
4.8,42,15,3,43235,2,6
2.1,43,28,0,25442,0,1
3.0,32,30,1,34422,0,1
6.0,37,23,0,13649,2,2
8.2,56,22,1,36931,1,6
2.9,51,2,1,47147,2,0
7.0,19,22,3,1873,2,4
9.9,40,21,3,31304,2,6
9.8,38,15,1,28202,0,5
3.3,37,13,2,29102,0,1
7.6,26,21,2,18802,0,4
4.7,18,3,2,23695,1,6
2.1,48,29,0,39200,0,1
3.4,25,14,3,10102,0,1
4.9,50,24,2,6515,2,6
3.4,41,30,3,31817,0,1
6.1,52,4,1,16407,1,2
1.9,54,30,1,4818,0,1
4.7,41,18,1,22451,1,6
5.9,51,19,2,20961,2,2
1.6,55,25,0,30583,1,1
9.0,23,15,0,47159,1,5
7.5,26,15,1,3360,1,6
5.3,44,27,3,43297,1,2
1.8,29,25,0,22556,0,1
3.0,52,23,3,1482,1,1
6.1,50,26,0,49284,1,1
1.5,22,4,0,33192,1,6
5.9,29,20,0,31876,2,2
9.3,40,23,0,875,1,5
7.2,51,6,0,42532,1,1
6.0,57,17,0,20929,0,1
1.9,53,17,0,42776,2,1
6.5,58,15,3,29869,1,6
6.9,20,14,1,12942,2,4
2.4,48,18,3,26915,1,6
5.2,35,22,0,20075,0,2
7.4,26,25,0,46228,1,4
8.8,32,28,0,3957,0,5
9.8,45,27,1,39655,1,5
3.6,42,24,1,43116,1,6
4.5,36,11,1,21625,2,2
2.1,41,17,0,22177,2,1
3.5,64,12,0,19852,1,1
2.1,61,12,0,21114,1,1
6.8,19,23,2,26102,1,4
1.6,21,3,0,3346,1,6
3.8,52,10,1,23886,1,3
9.8,20,20,3,42685,1,5
4.7,61,21,0,27756,1,1
5.9,39,27,3,42565,1,2
5.8,35,1,3,19018,2,5
5.7,43,29,2,25563,2,6
2.5,30,4,3,6876,1,1
9.5,53,29,2,34594,1,5
8.4,31,3,1,11344,1,2
2.9,65,24,0,19894,0,1
9.7,30,17,0,13313,0,5
9.4,24,10,2,44085,2,5
2.6,47,2,1,31800,2,0
9.6,44,15,3,44401,1,5
3.2,44,10,1,10987,1,6
4.6,48,2,3,48733,0,2
6.0,22,12,1,25393,1,2
4.9,28,9,1,27571,2,2
5.6,55,1,2,48610,2,3
1.7,51,27,3,34246,1,6
4.7,20,10,3,10629,2,5
4.5,29,17,0,40112,2,2
5.6,25,8,2,6483,2,2
3.9,25,2,0,36279,2,4
2.2,43,3,2,38846,1,0
8.2,25,16,0,25867,2,4
9.7,33,10,0,19453,0,5
1.2,38,29,3,32883,0,1
7.1,58,11,0,36045,0,1
6.9,59,17,0,25552,1,1
9.9,57,3,0,3590,1,1
7.5,37,5,2,8235,2,6
8.6,57,16,0,2410,0,1
9.5,51,18,3,20829,1,5
4.0,55,1,3,28640,2,1
5.1,61,25,1,42820,2,2
7.5,22,26,0,39912,2,4
7.2,27,22,3,12364,2,4
4.4,59,5,2,26604,1,2
3.3,60,13,2,37381,2,1
3.9,41,17,1,31445,0,2
8.9,35,6,1,2107,2,4
4.9,24,14,0,19877,2,6
3.2,58,8,2,47927,1,6
2.5,40,30,0,10450,2,1
6.0,53,19,1,35891,2,2
8.2,39,7,1,9197,0,4
9.1,19,24,0,32335,1,5
6.3,31,22,0,39053,2,6
3.6,33,23,3,9326,2,4
4.2,37,2,0,22684,2,3
6.5,46,27,1,33561,0,2
4.8,33,24,0,22758,2,2
2.3,59,4,1,27021,2,1
9.4,64,24,3,37063,0,5
6.8,19,12,3,15937,0,4
8.0,62,4,1,28381,1,6
9.3,61,22,1,25933,1,5
3.6,41,29,3,16994,1,6
4.1,54,15,2,13607,2,2
8.2,33,27,1,33127,1,4
7.7,65,13,1,25943,0,4
8.1,63,10,0,2921,2,1
3.9,61,13,3,49491,2,6
2.7,56,15,0,35402,0,1
6.1,21,18,1,37622,0,2
4.2,63,16,2,47124,0,2
8.9,45,13,1,42471,1,5
4.6,65,11,1,45085,2,2
8.6,53,9,3,37392,0,4
7.2,34,14,0,12212,1,6
1.2,24,5,1,10184,2,6
8.9,53,27,2,15262,0,5
5.1,39,8,2,17088,0,2
2.3,23,28,2,22011,0,1
7.5,53,2,3,25492,2,2
5.6,57,3,1,8332,2,6
8.2,38,21,3,2194,1,4
6.3,40,16,0,27034,1,6
3.5,28,1,0,41233,0,0
2.1,46,8,0,1137,0,1
5.0,27,4,2,6438,1,6
6.4,50,29,2,40001,2,6
2.2,18,29,0,14070,0,3
7.8,20,27,1,10122,1,4
7.2,58,10,2,10364,2,4
6.3,59,23,1,30820,1,6
3.6,63,10,1,10840,0,2
9.2,64,8,0,41368,0,1
2.3,36,20,2,28059,0,1
9.4,34,15,3,10364,2,5
7.5,30,4,0,18929,0,2
9.7,26,28,1,32833,0,5
2.0,60,28,0,20375,1,1
5.1,64,15,3,44951,2,2
7.3,47,22,3,37969,1,4
6.9,32,26,3,12124,2,4
7.0,38,2,2,7812,1,2
7.1,26,12,1,30851,0,4
7.8,53,3,3,29591,0,2
6.5,50,14,0,800,2,1
7.3,35,11,3,9631,2,4
5.0,52,14,2,24748,2,6
9.4,36,10,3,46487,1,5
5.0,30,19,1,5946,1,6
9.5,19,24,0,1932,2,6
5.1,43,25,3,17033,0,2
9.0,56,1,0,20640,1,1
4.4,18,14,3,40291,1,4
5.5,33,8,2,9513,1,2
9.4,43,10,3,7936,0,5
6.3,44,18,0,6495,2,2
2.7,65,27,2,27051,0,1
1.8,36,8,3,26879,0,1
7.8,48,28,0,8170,1,3
5.4,55,17,2,10395,2,6
8.3,65,7,3,10938,0,4
6.3,61,26,2,6120,2,2
6.5,65,9,0,40525,0,3
7.4,55,12,3,26688,1,4
4.1,30,4,2,47987,1,2
6.7,44,23,2,26578,0,4
9.9,33,21,0,24554,0,5
5.7,19,15,0,11906,0,2
2.9,57,21,1,35503,1,6
7.7,38,1,2,7122,0,2
1.6,19,4,1,35028,2,1
4.1,20,13,3,18665,2,4
3.2,54,30,0,14240,0,1
2.6,20,4,3,31220,1,5
7.5,59,15,1,17244,1,4
7.3,64,28,3,30345,2,4
8.0,34,19,3,38657,1,4
2.9,38,1,0,46987,1,0
9.7,24,24,3,44251,1,5
5.4,46,3,3,41360,2,6
2.7,32,23,3,19584,0,5
7.8,65,22,1,10601,0,4
5.3,54,14,3,20423,2,2
2.3,33,4,1,14918,2,1
8.0,18,7,2,15821,2,6
4.3,63,19,1,22330,2,2
6.3,26,6,1,38968,0,2
3.8,51,24,1,14832,0,2
8.7,63,25,1,36362,1,7
5.7,35,6,1,15685,0,2
8.6,57,19,0,22161,0,5
7.1,44,20,1,16344,2,6
5.6,63,25,1,30709,2,2
9.5,30,10,0,6193,2,6
2.7,40,26,2,18028,0,1
9.7,31,11,2,23882,1,7
8.3,53,30,3,34957,1,4
5.6,48,26,2,7854,1,6
9.9,64,16,2,13932,2,7
2.9,57,22,0,20643,0,1
4.7,45,27,2,15558,0,2
4.8,32,26,3,49811,2,5
4.6,30,29,3,11097,0,4
2.0,43,15,2,15162,1,6
9.2,54,7,3,33226,1,6
4.5,30,3,1,7813,1,6
9.0,50,17,0,4152,1,1
2.2,55,30,3,48705,1,1
4.7,38,20,0,49762,0,2
3.3,38,22,2,26257,2,1
5.9,50,14,0,21657,0,1
1.7,60,23,1,26166,2,1
8.6,44,17,2,13322,0,5
6.9,49,10,2,44796,0,4
4.7,19,23,2,8918,0,2
6.7,38,19,1,29846,1,4
2.7,41,26,3,10912,0,3
5.7,53,2,3,11397,0,7
2.2,35,15,3,35333,2,5
1.2,44,15,2,23328,0,1
1.6,34,3,3,9633,1,5
5.6,63,30,3,11986,0,2
4.3,24,13,1,18184,2,2
10.0,22,12,1,27122,1,5
4.7,46,21,1,45920,2,6
4.5,48,4,3,32811,2,2
2.6,36,7,3,23981,0,3
3.9,64,29,0,41334,1,1
2.4,58,9,2,38216,2,6
8.7,48,4,1,42015,1,4
4.8,60,23,0,37127,2,1
8.1,50,15,2,30977,2,4
7.8,63,2,1,16514,2,2
2.4,31,22,2,32399,1,6
6.9,26,10,0,22061,1,4
10.0,18,21,1,11177,0,5
5.3,42,9,0,44984,0,2
5.8,59,17,3,46180,2,2
9.8,45,7,1,14828,0,4
1.1,41,15,0,19807,2,6
3.0,19,15,0,44829,1,6
5.8,40,24,3,10540,2,6
6.6,65,30,2,29288,2,4
7.4,26,11,1,43886,0,4
9.3,30,27,1,8765,0,5
7.6,43,11,3,28825,2,4
4.6,59,18,3,29401,2,6
5.1,20,6,2,13120,0,2
6.2,55,20,0,46115,2,1
5.5,23,7,2,9477,0,2
7.8,43,23,2,4325,0,4
7.6,45,28,2,33792,0,4
5.8,25,19,2,23484,0,2
8.7,34,15,0,16262,2,5
8.0,42,15,0,39679,2,6
1.6,63,3,0,31959,0,1
3.4,39,16,3,15224,2,6
6.8,19,16,3,12973,1,4
8.2,30,5,3,41337,1,5
8.9,64,8,0,42486,2,1
4.6,59,25,0,43817,2,1
6.9,19,19,3,28894,0,4
2.9,48,13,0,16814,2,1
5.2,27,19,0,32941,1,6
4.9,54,19,0,11752,1,1
2.8,64,19,2,12492,1,1
1.4,21,12,0,3444,1,6
6.6,24,27,1,35110,2,4
1.0,33,19,2,23934,1,6
3.4,41,6,1,3070,2,1
5.1,35,3,3,46964,1,4
8.9,34,2,3,11857,1,4
4.6,27,2,1,48891,2,4
7.4,53,15,3,47106,1,4
7.0,36,14,0,20406,0,4
9.1,31,11,3,26721,0,5
9.3,65,7,1,10241,0,4
4.1,34,23,3,49909,2,4
6.8,34,10,0,10633,1,4
1.5,64,16,3,9343,0,1
8.8,40,5,3,13207,1,4
9.0,48,27,0,15216,2,1
7.5,27,1,0,16751,1,2
10.0,47,19,0,41917,2,1
4.1,31,6,1,42689,1,2
5.5,18,27,3,33936,1,4
6.3,41,2,1,23634,1,3
1.5,65,18,2,7631,0,1
2.0,53,1,1,38680,0,0
1.4,29,4,1,13645,2,6
4.0,52,10,1,32531,1,2
3.9,20,18,1,27433,1,2
7.9,50,28,1,45390,2,4
1.6,49,17,1,10628,0,1
5.7,26,15,0,42981,1,6
1.0,48,2,1,24152,2,0
9.9,63,1,3,6540,0,4
6.9,55,11,2,44643,0,4
4.5,45,7,1,44326,0,2
10.0,55,25,3,12997,0,5
8.6,43,10,1,1584,0,7
8.9,61,5,2,45427,2,6
3.6,54,29,1,41849,0,2
3.6,37,3,3,602,0,6
2.4,53,10,2,9622,0,1
9.2,21,8,3,33500,1,5
7.2,48,7,1,30155,0,4
7.3,49,11,1,41621,0,4
8.0,42,14,3,3559,2,4
1.5,38,8,0,36697,1,1
1.3,23,12,0,20007,0,3
7.1,19,19,0,9716,2,6
9.4,52,20,1,29148,0,5
9.8,40,5,0,42091,1,4
8.1,39,7,3,30692,1,4
6.4,50,5,0,45129,1,3
4.3,21,22,2,1356,0,2
8.0,47,21,2,25691,0,4
5.8,41,14,0,49361,2,6
1.2,51,26,2,8600,0,1
1.0,58,12,0,31626,1,1
6.9,41,21,1,14246,0,4
2.8,53,30,1,12936,1,6
7.9,39,11,0,44226,2,4
1.1,34,12,3,11409,1,5
4.5,50,11,1,48937,2,2
5.3,22,2,0,41394,1,4
6.7,23,15,1,3090,1,4
6.2,37,22,0,2791,2,2
6.5,30,1,1,20312,1,0
5.7,26,14,2,36180,2,6
9.5,39,7,3,22089,2,6
8.7,29,19,3,13374,1,5
2.1,54,3,3,32248,1,1
1.7,35,24,1,39085,2,6
4.9,27,26,3,13646,1,4
9.6,20,21,0,17467,1,6
9.3,18,12,1,33434,0,5
5.0,30,23,3,1120,2,4
1.9,58,24,2,25321,1,1
7.8,47,20,1,30035,0,4
7.5,59,8,3,4284,2,4
5.7,57,22,2,32117,0,2
1.4,65,22,3,36402,2,1
4.4,53,21,2,3740,2,6
9.7,33,10,2,23180,0,5
4.2,33,13,3,29404,1,4
6.8,55,4,3,33734,0,2
8.7,44,25,3,46954,0,7
9.5,32,13,3,44750,0,5
8.8,63,24,2,4491,1,6
6.5,49,23,1,10325,1,2
8.6,28,15,1,19635,0,5
7.0,18,29,1,24588,0,4
7.6,28,12,1,18364,1,4
9.3,46,5,1,16025,1,6
9.3,62,29,0,47901,2,1
1.0,30,9,2,23016,0,1
5.7,58,15,3,23961,1,2
2.8,60,3,0,16253,1,1
2.6,35,28,1,17185,1,6
4.0,46,7,1,17139,2,2
8.5,65,1,2,35238,1,2
5.6,52,14,0,28585,0,1
9.2,32,4,3,36190,2,4
9.1,27,28,2,39937,1,5
9.6,19,25,1,30554,0,5
9.0,44,26,2,30762,2,5
2.4,32,16,0,25266,2,1
3.1,22,15,3,32157,2,5
2.4,64,13,1,16421,0,1
1.4,49,26,2,11617,1,1
5.6,25,27,1,15862,2,2
3.2,60,2,0,8085,2,1
6.4,38,23,2,6202,0,2
7.3,32,7,2,9696,1,4
7.3,41,13,2,46319,2,4
6.6,45,18,1,857,2,4
6.9,27,23,3,39847,1,4
4.4,58,10,3,32428,1,2
7.6,39,22,0,24789,1,4
4.0,60,13,2,22857,1,2
1.8,36,13,0,20468,1,6
6.1,30,25,1,19099,2,2
9.6,63,22,3,48352,1,5
3.7,18,16,1,6588,1,2
1.8,65,19,3,39238,0,1
2.2,45,11,3,9114,1,1
6.9,37,29,1,42065,2,4
7.3,24,11,2,42263,2,4
3.6,38,5,1,3161,2,2
9.6,36,20,2,11637,2,5
9.7,47,25,3,27453,2,5
1.0,30,2,2,41510,0,0
3.8,41,21,0,29294,2,6
2.5,62,28,3,14742,1,1
1.7,20,18,1,48146,1,6
6.1,28,15,1,8664,2,2
8.0,27,17,1,24081,0,4
5.1,55,14,3,18714,1,6
7.8,28,18,2,34096,2,6
4.4,63,16,2,25602,2,2
6.6,24,8,3,32465,1,4
2.2,30,17,3,15693,1,5
6.9,19,28,0,15178,0,4
8.8,23,1,3,21972,2,4
3.4,59,25,2,20257,0,1
5.4,27,14,2,16599,1,6
6.1,50,30,0,24861,0,1
1.1,56,14,1,16628,0,1
7.8,52,20,3,2165,2,4
4.4,36,8,3,49159,1,2
8.9,29,26,3,16223,0,5
6.8,35,10,3,22021,2,4
3.5,43,14,2,12894,1,6
3.1,35,16,3,46551,2,5
9.5,49,21,0,28833,1,1
3.9,63,15,1,3371,1,6
7.7,20,1,2,28743,1,2
1.1,40,28,1,32919,2,6
8.3,24,7,1,42925,2,4
9.5,22,11,0,27468,1,5
9.6,48,18,0,15479,0,1
4.3,33,28,0,3811,1,2
2.0,23,2,2,34496,1,1
9.5,21,20,3,36002,0,5
5.0,27,10,1,17035,0,2
6.0,44,25,1,25860,0,2
8.6,52,25,3,16432,1,5
7.6,42,13,1,33860,2,4
9.9,56,11,3,29580,1,5
5.1,19,26,1,15551,1,6
7.5,65,30,2,14222,0,4
1.4,27,3,2,7003,1,0
1.2,62,17,2,27880,0,1
3.3,49,15,1,14562,2,6
10.0,55,27,0,32936,2,1
6.4,62,22,1,24258,2,2
6.5,45,16,0,11823,1,2
4.7,50,3,1,44892,1,6
2.7,60,17,0,34729,2,1
5.4,26,22,0,11694,1,6
9.2,62,21,0,38780,0,1
1.7,18,17,1,28694,1,1
2.8,53,22,3,29993,2,6
3.0,59,17,3,48173,1,1
2.1,50,28,1,41196,1,1
9.6,29,5,3,13147,2,4
7.4,35,29,1,45537,1,4
3.0,39,7,1,17360,1,6
7.2,51,29,0,9800,2,1
5.1,37,5,2,7832,1,2
7.9,45,24,2,25291,2,4
4.4,47,24,2,35989,0,2
9.3,23,20,3,24060,1,5
8.0,40,15,0,33197,1,6
7.6,20,17,0,1117,0,4
6.4,53,2,3,45612,0,4
4.2,53,4,1,8714,0,2
5.1,56,16,0,47638,0,1
1.0,22,12,0,42846,2,1
6.5,29,24,3,19570,0,4
6.7,20,29,0,17379,1,4
9.6,28,23,2,42831,2,5
1.3,56,4,3,48336,1,6
2.2,61,20,1,21994,0,1
7.2,22,11,3,44461,2,4
7.3,37,3,1,32060,2,2
9.4,48,3,3,13927,2,6
1.3,54,24,0,35494,0,1
7.8,40,26,0,4368,2,6
8.3,47,24,1,8860,1,4
7.6,63,1,2,27451,2,2
5.5,62,29,0,12235,1,6
1.5,20,26,0,45721,1,6
6.3,57,25,0,43874,1,1
2.0,64,1,2,3682,2,0
3.2,57,11,1,29260,2,6
3.9,58,29,3,1750,0,2
1.5,38,6,2,2982,0,1
8.2,53,30,3,8842,0,4
1.2,19,1,1,26234,1,0
8.5,39,29,1,1407,0,4
2.1,51,15,1,12667,1,1
1.4,56,10,1,20871,0,1
1.4,22,21,0,46835,2,1
5.8,44,6,1,8800,2,2
2.9,61,24,0,9447,1,1
3.8,23,12,1,45207,0,2
2.8,19,22,0,42528,2,1
3.3,36,13,2,6304,1,1
4.2,26,13,3,34092,0,5
5.3,20,15,3,36173,2,5
7.9,49,4,0,2726,0,1
3.8,59,2,1,29915,1,3
1.7,19,4,2,42287,0,1
1.8,57,24,3,5747,2,1
5.6,64,7,3,25906,0,2
2.3,52,23,0,9760,0,1
7.3,28,18,1,46559,0,4
8.6,55,9,3,17143,1,6
6.9,45,3,1,36597,0,2
5.7,22,18,3,22785,1,4
9.8,63,29,0,8407,0,1
4.6,47,1,0,24802,1,1
1.4,39,1,2,25890,2,0
3.1,61,17,1,13999,0,1
4.2,18,1,2,39383,1,2
8.9,30,4,3,19035,1,4
5.1,48,13,0,41240,2,1
2.7,45,3,3,5314,0,0
5.9,31,14,3,22916,2,4
3.5,46,30,0,37539,2,1
8.5,49,8,2,26073,1,4
5.3,31,14,1,41277,0,2
8.6,30,29,2,44624,2,5
4.6,42,11,0,32035,0,2
2.9,23,19,0,36826,1,6
9.9,53,29,2,20276,2,5
4.0,44,2,0,30516,1,7
5.1,50,19,1,40366,0,2
8.2,56,13,1,10502,2,6
5.0,53,28,1,41198,1,6
9.1,20,30,0,10404,1,5
6.3,39,24,0,11555,0,2
6.4,65,5,3,25143,2,3
1.9,48,27,1,6497,2,1
2.0,25,18,0,32645,0,1
9.9,41,22,1,40374,0,5
3.3,26,26,3,12515,0,5
6.8,21,28,0,43361,2,4
8.0,63,13,2,36480,2,4
2.3,32,4,0,46483,2,1
7.6,57,24,1,44754,2,4
1.9,33,18,1,47897,1,1
1.9,39,26,1,43085,2,6
7.0,36,29,1,29250,0,4
6.1,39,11,1,9433,0,2
7.7,55,15,0,39162,2,1
3.0,24,15,1,15737,1,1
2.8,56,4,2,31977,1,1
8.3,27,15,0,8750,2,6
9.9,57,23,3,47970,2,7
8.4,19,27,0,35439,0,4
8.3,54,23,1,46032,2,4
5.0,49,4,0,3184,2,3
6.5,46,11,3,7301,2,2
2.2,21,30,1,42914,2,1
9.5,46,5,2,28871,2,4
7.3,63,18,0,47143,0,4
1.4,21,30,2,49540,1,6
4.5,27,12,0,7904,2,2
8.6,45,23,0,1728,2,5
6.9,37,18,1,46335,0,4
4.5,57,27,2,32402,1,6
7.1,54,9,0,33335,1,4
5.7,54,16,1,48908,0,2
9.0,28,4,2,19249,1,4
7.1,26,22,2,49364,1,4
7.3,24,12,1,39664,2,4
10.0,25,22,2,26837,0,5
9.8,48,11,2,23232,1,5
5.7,52,7,3,25730,2,2
6.6,35,13,2,10828,1,6
7.8,19,4,1,26224,2,2
6.7,58,14,1,27359,2,4
4.2,26,13,2,49044,0,2
2.9,36,28,0,43875,2,1
1.4,48,28,2,7639,1,6
3.1,58,16,1,25333,2,1
7.5,24,2,2,18298,0,2
9.8,63,26,2,17291,0,5
3.0,34,13,1,23112,2,1
8.4,34,8,1,4291,0,4
3.6,27,5,2,23024,2,2
1.5,24,21,0,30181,1,1
5.2,60,8,3,42661,1,3
1.5,58,10,0,47812,2,1
6.8,29,27,1,5242,0,4
4.1,49,29,0,48929,2,6
5.8,20,5,3,17960,1,2
6.4,48,11,3,31788,2,6
2.7,64,7,3,45467,2,6
1.7,30,28,2,38202,1,6
4.6,26,5,2,14452,1,6
3.7,42,3,0,13157,2,6
9.2,38,2,3,36440,1,4
8.8,35,14,0,41771,2,5
8.6,44,17,0,3831,0,5
7.9,44,12,3,14311,1,4
5.0,20,19,2,13694,1,2
5.0,25,6,0,45055,2,2
3.4,64,4,1,28522,1,1
3.1,35,9,3,29885,0,5
7.7,51,8,2,24545,0,4
1.5,62,8,3,40083,0,1
4.3,41,8,0,39160,1,2
6.4,60,24,0,2927,1,1
2.7,51,1,2,9387,1,0
4.9,28,14,3,2978,2,5
9.8,46,23,1,31640,1,5
6.4,55,8,0,10473,1,3
